"participant"	"gender"	"age"	"options"	"accuracy"	"RT_msec"
"3617"	32	"female"	25	"AB"	NA	NA
"3618"	32	"female"	25	"AB"	1	910
"3619"	32	"female"	25	"AB"	1	1721
"3620"	32	"female"	25	"CD"	1	1166
"3621"	32	"female"	25	"BD"	1	1214
"3622"	32	"female"	25	"BD"	1	1121
"3623"	32	"female"	25	"CD"	1	1081
"3624"	32	"female"	25	"AB"	0	994
"3625"	32	"female"	25	"AB"	1	1117
"3626"	32	"female"	25	"BD"	1	1014
"3627"	32	"female"	25	"BD"	0	1261
"3628"	32	"female"	25	"AB"	NA	NA
"3629"	32	"female"	25	"CD"	0	969
"3630"	32	"female"	25	"AC"	1	1191
"3631"	32	"female"	25	"AB"	1	1268
"3632"	32	"female"	25	"AC"	1	1292
"3633"	32	"female"	25	"AC"	1	1225
"3634"	32	"female"	25	"AB"	0	1010
"3635"	32	"female"	25	"AC"	0	1051
"3636"	32	"female"	25	"AC"	1	1128
"3637"	32	"female"	25	"CD"	1	1580
"3638"	32	"female"	25	"CD"	0	1173
"3639"	32	"female"	25	"AC"	1	1144
"3640"	32	"female"	25	"AB"	0	1120
"3641"	32	"female"	25	"BD"	1	1274
"3642"	32	"female"	25	"AC"	1	1103
"3835"	34	"female"	22	"AB"	1	1363
"3836"	34	"female"	22	"AC"	0	1219
"3837"	34	"female"	22	"BD"	0	1333
"3838"	34	"female"	22	"CD"	1	1864
"3839"	34	"female"	22	"AC"	1	1811
"3840"	34	"female"	22	"AB"	1	1738
"3841"	34	"female"	22	"CD"	1	1273
"3842"	34	"female"	22	"AC"	1	1135
"3843"	34	"female"	22	"AB"	1	1284
"3844"	34	"female"	22	"AB"	1	1127
"3845"	34	"female"	22	"BD"	0	1147
"3846"	34	"female"	22	"AC"	1	1669
"3847"	34	"female"	22	"AB"	0	1286
"3848"	34	"female"	22	"AC"	1	1320
"3849"	34	"female"	22	"AC"	0	1028
"3850"	34	"female"	22	"AB"	1	1132
"3851"	34	"female"	22	"AB"	0	1058
"3852"	34	"female"	22	"AB"	0	975
"3853"	34	"female"	22	"BD"	1	1193
"3854"	34	"female"	22	"BD"	1	1293
"3855"	34	"female"	22	"AB"	0	1617
"3856"	34	"female"	22	"BD"	1	1070
"3857"	34	"female"	22	"AC"	1	1197
"3858"	34	"female"	22	"AB"	0	1333
"3859"	34	"female"	22	"BD"	1	1200
"3860"	34	"female"	22	"AC"	0	1184
"3861"	34	"female"	22	"AB"	1	1137
"3862"	34	"female"	22	"CD"	0	1312
"3863"	34	"female"	22	"AC"	0	1417
"3864"	34	"female"	22	"CD"	0	1364
"3865"	34	"female"	22	"CD"	1	1118
"3866"	34	"female"	22	"AC"	0	1141
"3867"	34	"female"	22	"BD"	1	1259
"3868"	34	"female"	22	"AC"	0	1172
"3869"	34	"female"	22	"CD"	1	1166
"3870"	34	"female"	22	"CD"	1	1062
"3871"	34	"female"	22	"AB"	1	1162
"3872"	34	"female"	22	"CD"	1	1110
"3873"	34	"female"	22	"CD"	1	1236
"3874"	34	"female"	22	"CD"	1	1315
"3875"	34	"female"	22	"AC"	1	990
"3876"	34	"female"	22	"AC"	0	912
"3877"	34	"female"	22	"AC"	1	1239
"3878"	34	"female"	22	"CD"	0	1288
"3879"	34	"female"	22	"AC"	0	1386
"3880"	34	"female"	22	"CD"	1	1067
"3881"	34	"female"	22	"AC"	1	978
"3882"	34	"female"	22	"BD"	0	1180
"3883"	34	"female"	22	"AB"	0	1566
"3884"	34	"female"	22	"CD"	0	1383
"3885"	34	"female"	22	"AB"	0	944
"3886"	34	"female"	22	"AB"	1	1542
"3887"	34	"female"	22	"BD"	0	1360
"3888"	34	"female"	22	"CD"	1	1477
"3889"	34	"female"	22	"BD"	1	970
"3890"	34	"female"	22	"AC"	1	1256
"3891"	34	"female"	22	"CD"	1	967
"3892"	34	"female"	22	"AC"	0	1102
"3893"	34	"female"	22	"AC"	1	933
"3894"	34	"female"	22	"AC"	0	1192
"3895"	34	"female"	22	"BD"	1	1461
"3896"	34	"female"	22	"CD"	1	1504
"3897"	34	"female"	22	"BD"	1	1151
"3898"	34	"female"	22	"AB"	0	1233
"3899"	34	"female"	22	"AC"	1	1377
"3900"	34	"female"	22	"CD"	1	1078
"3901"	34	"female"	22	"BD"	0	1323
"3902"	34	"female"	22	"CD"	0	1366
"3903"	34	"female"	22	"AC"	0	995
"3904"	34	"female"	22	"BD"	0	1182
"3905"	34	"female"	22	"AC"	1	964
"3906"	34	"female"	22	"BD"	0	1040
"3907"	34	"female"	22	"CD"	1	1094
"3908"	34	"female"	22	"AB"	1	1003
"3909"	34	"female"	22	"CD"	1	1018
"3910"	34	"female"	22	"BD"	1	1479
"3911"	34	"female"	22	"AB"	1	1112
"3912"	34	"female"	22	"AB"	1	1160
"3913"	34	"female"	22	"CD"	1	1055
"3914"	34	"female"	22	"CD"	1	930
"3915"	34	"female"	22	"AC"	0	1378
"3916"	34	"female"	22	"CD"	0	840
"3917"	34	"female"	22	"BD"	1	1001
"3918"	34	"female"	22	"CD"	1	1306
"3919"	34	"female"	22	"BD"	1	1002
"3920"	34	"female"	22	"CD"	1	1563
"3921"	34	"female"	22	"CD"	1	922
"3922"	34	"female"	22	"BD"	0	1035
"3923"	34	"female"	22	"CD"	NA	NA
"3924"	34	"female"	22	"BD"	0	1819
"3925"	34	"female"	22	"AB"	1	1049
"3926"	34	"female"	22	"AC"	1	1436
"3927"	34	"female"	22	"BD"	0	984
"3928"	34	"female"	22	"AB"	1	950
"3929"	34	"female"	22	"AC"	1	1165
"3930"	34	"female"	22	"CD"	0	1100
"3931"	34	"female"	22	"BD"	0	877
"3932"	34	"female"	22	"AB"	1	1130
"3933"	34	"female"	22	"CD"	1	975
"3934"	34	"female"	22	"BD"	0	1054
"3935"	34	"female"	22	"CD"	0	1424
"3936"	34	"female"	22	"BD"	0	1688
"3937"	34	"female"	22	"AC"	0	1231
"3938"	34	"female"	22	"BD"	0	988
"3939"	34	"female"	22	"BD"	0	1729
"3940"	34	"female"	22	"CD"	0	1634
"3941"	34	"female"	22	"CD"	0	1721
"3942"	34	"female"	22	"AB"	1	1072
"3943"	34	"female"	22	"CD"	0	1155
"3944"	34	"female"	22	"AC"	1	1469
"3945"	34	"female"	22	"AC"	0	1054
"3946"	34	"female"	22	"AC"	1	1391
"3947"	34	"female"	22	"BD"	1	936
"3948"	34	"female"	22	"AC"	0	1179
"3949"	34	"female"	22	"AB"	1	421
"3950"	34	"female"	22	"AC"	1	1063
"3951"	34	"female"	22	"BD"	1	1029
"3952"	34	"female"	22	"AC"	0	955
"3953"	34	"female"	22	"BD"	1	1031
"3954"	34	"female"	22	"AC"	1	1448
"3955"	34	"female"	22	"AB"	1	1167
"3956"	34	"female"	22	"AB"	1	978
"3957"	34	"female"	22	"BD"	0	1047
"3958"	34	"female"	22	"AB"	0	857
"3959"	34	"female"	22	"BD"	0	1356
"3960"	34	"female"	22	"AB"	0	1481
"3961"	34	"female"	22	"BD"	1	1347
"3962"	34	"female"	22	"AC"	0	1210
"3963"	34	"female"	22	"BD"	1	939
"3964"	34	"female"	22	"AB"	1	1613
"3965"	34	"female"	22	"BD"	1	1173
"3966"	34	"female"	22	"AC"	1	1425
"3967"	34	"female"	22	"AB"	1	1858
"3968"	34	"female"	22	"AC"	0	1576
"3969"	34	"female"	22	"BD"	1	1025
"3970"	34	"female"	22	"CD"	1	950
"3971"	34	"female"	22	"AC"	1	1877
"3972"	34	"female"	22	"AB"	1	1150
"3973"	34	"female"	22	"AB"	0	1613
"3974"	34	"female"	22	"AC"	1	1601
"3975"	34	"female"	22	"AB"	1	1512
"3976"	34	"female"	22	"AC"	0	1588
"3977"	34	"female"	22	"BD"	1	1213
"3978"	34	"female"	22	"AB"	1	1908
"3979"	34	"female"	22	"CD"	1	951
"3980"	34	"female"	22	"AC"	0	1526
"3981"	34	"female"	22	"CD"	0	1564
"3982"	34	"female"	22	"AC"	0	2040
"3983"	34	"female"	22	"AB"	0	1216
"3984"	34	"female"	22	"BD"	0	1567
"3985"	34	"female"	22	"AC"	1	1836
"3986"	34	"female"	22	"AC"	1	1242
"3987"	34	"female"	22	"CD"	0	1258
"3988"	34	"female"	22	"AB"	1	1074
"3989"	34	"female"	22	"CD"	1	944
"3990"	34	"female"	22	"BD"	1	1833
"3991"	34	"female"	22	"BD"	1	1099
"3992"	34	"female"	22	"BD"	1	1274
"3993"	34	"female"	22	"CD"	1	1334
"3994"	34	"female"	22	"BD"	1	1118
"3995"	34	"female"	22	"CD"	0	1220
"3996"	34	"female"	22	"BD"	1	1194
"3997"	34	"female"	22	"AB"	1	925
"3998"	34	"female"	22	"AB"	1	964
"3999"	34	"female"	22	"AC"	1	1163
"4000"	34	"female"	22	"AB"	1	1878
"4001"	34	"female"	22	"CD"	0	1595
"4002"	34	"female"	22	"CD"	1	1589
"4003"	34	"female"	22	"BD"	0	972
"4004"	34	"female"	22	"AC"	1	1254
"4005"	34	"female"	22	"AB"	1	1251
"4006"	34	"female"	22	"AB"	1	1109
"4007"	34	"female"	22	"CD"	0	1338
"4008"	34	"female"	22	"BD"	1	1235
"4009"	34	"female"	22	"AB"	1	1355
"4010"	34	"female"	22	"CD"	0	1577
"4011"	34	"female"	22	"AB"	1	1011
"4012"	34	"female"	22	"CD"	1	1108
"4013"	34	"female"	22	"AB"	1	1198
"4014"	34	"female"	22	"BD"	1	1137
"4015"	34	"female"	22	"AC"	1	1839
"4016"	34	"female"	22	"AB"	1	1782
"4017"	34	"female"	22	"AB"	0	1336
"4018"	34	"female"	22	"AB"	1	1577
"4019"	34	"female"	22	"BD"	1	847
"4020"	34	"female"	22	"AB"	1	560
"4021"	34	"female"	22	"BD"	1	1355
"4022"	34	"female"	22	"CD"	1	852
"4023"	34	"female"	22	"CD"	1	860
"4024"	34	"female"	22	"CD"	0	1275
"4025"	34	"female"	22	"AC"	0	1578
"4026"	34	"female"	22	"BD"	0	965
"4410"	36	"female"	20	"AC"	1	3166
"4411"	36	"female"	20	"BD"	1	1477
"4412"	36	"female"	20	"AB"	1	1964
"4413"	36	"female"	20	"CD"	0	2186
"4414"	36	"female"	20	"CD"	0	1651
"4415"	36	"female"	20	"AC"	1	1463
"4416"	36	"female"	20	"AC"	1	1027
"4417"	36	"female"	20	"AC"	1	1141
"4418"	36	"female"	20	"BD"	0	1427
"4419"	36	"female"	20	"AB"	1	1354
"4420"	36	"female"	20	"BD"	0	1156
"4421"	36	"female"	20	"AB"	1	1213
"4422"	36	"female"	20	"BD"	0	1335
"4423"	36	"female"	20	"AC"	0	2238
"4424"	36	"female"	20	"AC"	0	1530
"4425"	36	"female"	20	"AB"	0	1417
"4426"	36	"female"	20	"AB"	0	1141
"4427"	36	"female"	20	"BD"	0	1721
"4428"	36	"female"	20	"AC"	0	1771
"4429"	36	"female"	20	"AC"	1	1102
"4430"	36	"female"	20	"BD"	0	1463
"4431"	36	"female"	20	"CD"	1	3904
"4432"	36	"female"	20	"CD"	1	1370
"4433"	36	"female"	20	"BD"	0	1274
"4434"	36	"female"	20	"AB"	0	1550
"4435"	36	"female"	20	"AC"	1	810
"4436"	36	"female"	20	"AC"	0	933
"4437"	36	"female"	20	"CD"	0	3099
"4438"	36	"female"	20	"CD"	1	944
"4439"	36	"female"	20	"AB"	NA	NA
"4440"	36	"female"	20	"AC"	1	877
"4441"	36	"female"	20	"AC"	1	998
"4442"	36	"female"	20	"AC"	0	753
"4443"	36	"female"	20	"AB"	1	888
"4444"	36	"female"	20	"AB"	0	1042
"4445"	36	"female"	20	"CD"	0	798
"4446"	36	"female"	20	"AC"	0	1089
"4447"	36	"female"	20	"BD"	0	1130
"4448"	36	"female"	20	"AB"	0	999
"4449"	36	"female"	20	"AC"	0	1417
"4450"	36	"female"	20	"BD"	0	1107
"4451"	36	"female"	20	"AB"	1	1100
"4452"	36	"female"	20	"BD"	1	1149
"4453"	36	"female"	20	"CD"	0	1077
"4454"	36	"female"	20	"AB"	0	2236
"4455"	36	"female"	20	"CD"	1	1088
"4456"	36	"female"	20	"AC"	1	1732
"4457"	36	"female"	20	"CD"	0	1094
"4458"	36	"female"	20	"AC"	1	983
"4459"	36	"female"	20	"AB"	1	879
"4460"	36	"female"	20	"BD"	0	848
"4461"	36	"female"	20	"AB"	0	956
"4462"	36	"female"	20	"CD"	0	793
"4463"	36	"female"	20	"AC"	0	845
"4464"	36	"female"	20	"CD"	0	935
"4465"	36	"female"	20	"BD"	0	932
"4466"	36	"female"	20	"AB"	1	1092
"4467"	36	"female"	20	"AC"	0	1414
"4468"	36	"female"	20	"CD"	1	1000
"4469"	36	"female"	20	"CD"	0	855
"4470"	36	"female"	20	"AB"	1	855
"4471"	36	"female"	20	"AC"	1	871
"4472"	36	"female"	20	"CD"	0	942
"4473"	36	"female"	20	"CD"	1	979
"4474"	36	"female"	20	"CD"	1	1004
"4475"	36	"female"	20	"BD"	0	803
"4476"	36	"female"	20	"CD"	0	1218
"4477"	36	"female"	20	"CD"	1	1053
"4478"	36	"female"	20	"CD"	0	1384
"4479"	36	"female"	20	"AC"	0	1713
"4480"	36	"female"	20	"AB"	1	1146
"4481"	36	"female"	20	"AB"	1	1554
"4482"	36	"female"	20	"CD"	NA	NA
"4483"	36	"female"	20	"AB"	0	1906
"4484"	36	"female"	20	"AB"	0	1156
"4485"	36	"female"	20	"CD"	0	1204
"4486"	36	"female"	20	"AB"	0	1730
"4487"	36	"female"	20	"BD"	1	1296
"4488"	36	"female"	20	"AB"	0	1400
"4489"	36	"female"	20	"AB"	1	1916
"4490"	36	"female"	20	"CD"	1	1523
"4491"	36	"female"	20	"AB"	1	1531
"4492"	36	"female"	20	"BD"	1	1530
"4493"	36	"female"	20	"CD"	1	1110
"4494"	36	"female"	20	"CD"	NA	NA
"4495"	36	"female"	20	"AC"	0	1642
"4496"	36	"female"	20	"AC"	0	2498
"4497"	36	"female"	20	"AC"	1	1233
"4498"	36	"female"	20	"CD"	1	3027
"4499"	36	"female"	20	"AC"	0	1183
"4500"	36	"female"	20	"CD"	0	1018
"4501"	36	"female"	20	"AB"	0	774
"4502"	36	"female"	20	"AC"	1	910
"4503"	36	"female"	20	"AB"	1	763
"4504"	36	"female"	20	"BD"	1	760
"4505"	36	"female"	20	"AC"	0	948
"4506"	36	"female"	20	"AB"	1	805
"4507"	36	"female"	20	"BD"	1	1061
"4508"	36	"female"	20	"BD"	1	1254
"4509"	36	"female"	20	"CD"	1	1398
"4510"	36	"female"	20	"AB"	1	1728
"4511"	36	"female"	20	"CD"	0	1522
"4512"	36	"female"	20	"BD"	0	1196
"4513"	36	"female"	20	"AB"	1	1137
"4514"	36	"female"	20	"AC"	0	834
"4515"	36	"female"	20	"CD"	0	703
"4516"	36	"female"	20	"CD"	0	419
"4517"	36	"female"	20	"AC"	1	783
"4518"	36	"female"	20	"CD"	0	971
"4519"	36	"female"	20	"AC"	NA	NA
"4520"	36	"female"	20	"BD"	0	1088
"4521"	36	"female"	20	"BD"	1	964
"4522"	36	"female"	20	"AB"	1	1044
"4523"	36	"female"	20	"BD"	0	906
"4524"	36	"female"	20	"AC"	0	1321
"4525"	36	"female"	20	"AB"	0	834
"4526"	36	"female"	20	"BD"	1	980
"4527"	36	"female"	20	"AC"	0	1502
"4528"	36	"female"	20	"AC"	0	1292
"4529"	36	"female"	20	"AC"	1	855
"4530"	36	"female"	20	"BD"	0	1961
"4531"	36	"female"	20	"AC"	0	1149
"4532"	36	"female"	20	"AC"	1	1941
"4533"	36	"female"	20	"BD"	0	2244
"4534"	36	"female"	20	"AB"	1	1609
"4535"	36	"female"	20	"BD"	1	1238
"4536"	36	"female"	20	"AC"	0	1965
"4537"	36	"female"	20	"BD"	1	883
"4538"	36	"female"	20	"AC"	0	934
"4539"	36	"female"	20	"BD"	0	917
"4540"	36	"female"	20	"BD"	1	811
"4541"	36	"female"	20	"AC"	0	1051
"4542"	36	"female"	20	"BD"	1	836
"4543"	36	"female"	20	"BD"	0	718
"4544"	36	"female"	20	"CD"	0	1161
"4545"	36	"female"	20	"AB"	1	1137
"4546"	36	"female"	20	"BD"	NA	NA
"4547"	36	"female"	20	"AB"	0	1119
"4548"	36	"female"	20	"BD"	0	1263
"4549"	36	"female"	20	"CD"	0	1317
"4550"	36	"female"	20	"AB"	0	1247
"4551"	36	"female"	20	"BD"	0	1402
"4552"	36	"female"	20	"CD"	0	1472
"4553"	36	"female"	20	"AB"	0	1277
"4554"	36	"female"	20	"BD"	0	1503
"4555"	36	"female"	20	"CD"	1	1247
"4556"	36	"female"	20	"BD"	0	1252
"4557"	36	"female"	20	"AC"	0	3262
"4558"	36	"female"	20	"BD"	0	1094
"4559"	36	"female"	20	"CD"	1	1792
"4560"	36	"female"	20	"CD"	1	1777
"4561"	36	"female"	20	"BD"	0	826
"4562"	36	"female"	20	"BD"	0	822
"4563"	36	"female"	20	"AC"	0	851
"4564"	36	"female"	20	"AB"	1	779
"4565"	36	"female"	20	"CD"	0	872
"4566"	36	"female"	20	"BD"	1	922
"4567"	36	"female"	20	"AB"	0	866
"4568"	36	"female"	20	"CD"	1	951
"4569"	36	"female"	20	"AC"	0	842
"4570"	36	"female"	20	"AB"	0	1149
"4571"	36	"female"	20	"AB"	1	973
"4572"	36	"female"	20	"AB"	0	709
"4573"	36	"female"	20	"BD"	0	864
"4574"	36	"female"	20	"AC"	0	849
"4575"	36	"female"	20	"AC"	0	832
"4576"	36	"female"	20	"AB"	0	727
"4577"	36	"female"	20	"CD"	1	1037
"4578"	36	"female"	20	"CD"	0	907
"4579"	36	"female"	20	"AB"	0	759
"4580"	36	"female"	20	"AC"	0	762
"4581"	36	"female"	20	"BD"	0	1037
"4582"	36	"female"	20	"BD"	1	760
"4583"	36	"female"	20	"AB"	1	902
"4584"	36	"female"	20	"BD"	0	816
"4585"	36	"female"	20	"AC"	0	953
"4586"	36	"female"	20	"AB"	0	920
"4587"	36	"female"	20	"BD"	0	795
"4588"	36	"female"	20	"CD"	0	851
"4589"	36	"female"	20	"CD"	1	1036
"4590"	36	"female"	20	"CD"	1	1002
"4591"	36	"female"	20	"AC"	0	1058
"4592"	36	"female"	20	"BD"	1	720
"4593"	36	"female"	20	"AC"	1	621
"4594"	36	"female"	20	"BD"	0	783
"4595"	36	"female"	20	"AB"	1	1164
"4596"	36	"female"	20	"CD"	1	1099
"4597"	36	"female"	20	"AB"	0	1265
"4598"	36	"female"	20	"CD"	1	982
"4599"	36	"female"	20	"AB"	1	983
"4600"	36	"female"	20	"CD"	1	1065
"4601"	36	"female"	20	"BD"	0	917
"4602"	38	"male"	22	"BD"	0	2735
"4603"	38	"male"	22	"BD"	1	836
"4604"	38	"male"	22	"AB"	0	1821
"4605"	38	"male"	22	"AC"	0	1391
"4606"	38	"male"	22	"AC"	0	1297
"4607"	38	"male"	22	"AC"	0	820
"4608"	38	"male"	22	"CD"	1	875
"4609"	38	"male"	22	"BD"	1	635
"4610"	38	"male"	22	"AB"	1	1284
"4611"	38	"male"	22	"BD"	1	941
"4612"	38	"male"	22	"CD"	0	1266
"4613"	38	"male"	22	"BD"	1	702
"4614"	38	"male"	22	"AB"	0	895
"4615"	38	"male"	22	"BD"	1	820
"4616"	38	"male"	22	"AB"	0	903
"4617"	38	"male"	22	"CD"	1	1145
"4618"	38	"male"	22	"CD"	1	807
"4619"	38	"male"	22	"CD"	1	1145
"4620"	38	"male"	22	"AC"	1	735
"4621"	38	"male"	22	"AB"	0	1279
"4622"	38	"male"	22	"AC"	1	1265
"4623"	38	"male"	22	"CD"	1	854
"4624"	38	"male"	22	"CD"	1	616
"4625"	38	"male"	22	"BD"	1	667
"4626"	38	"male"	22	"BD"	1	579
"4627"	38	"male"	22	"AB"	0	1707
"4628"	38	"male"	22	"AB"	1	855
"4629"	38	"male"	22	"AC"	1	1521
"4630"	38	"male"	22	"AB"	1	1130
"4631"	38	"male"	22	"BD"	1	667
"4632"	38	"male"	22	"BD"	1	582
"4633"	38	"male"	22	"CD"	0	1336
"4634"	38	"male"	22	"CD"	1	702
"4635"	38	"male"	22	"AC"	1	2447
"4636"	38	"male"	22	"BD"	1	650
"4637"	38	"male"	22	"AB"	0	1757
"4638"	38	"male"	22	"BD"	1	768
"4639"	38	"male"	22	"AB"	0	1231
"4640"	38	"male"	22	"AB"	1	689
"4641"	38	"male"	22	"BD"	1	998
"4642"	38	"male"	22	"AB"	1	1025
"4643"	38	"male"	22	"AC"	1	1253
"4644"	38	"male"	22	"AB"	1	967
"4645"	38	"male"	22	"CD"	1	1815
"4646"	38	"male"	22	"CD"	1	1183
"4647"	38	"male"	22	"AB"	1	1730
"4648"	38	"male"	22	"CD"	1	685
"4649"	38	"male"	22	"AB"	1	1696
"4650"	38	"male"	22	"CD"	1	870
"4651"	38	"male"	22	"CD"	1	666
"4652"	38	"male"	22	"BD"	1	1476
"4653"	38	"male"	22	"AB"	1	3951
"4654"	38	"male"	22	"AC"	1	1030
"4655"	38	"male"	22	"AC"	1	787
"4656"	38	"male"	22	"BD"	1	545
"4657"	38	"male"	22	"AC"	0	2651
"4658"	38	"male"	22	"CD"	1	718
"4659"	38	"male"	22	"AC"	1	805
"4660"	38	"male"	22	"AB"	1	2121
"4661"	38	"male"	22	"AB"	1	701
"4662"	38	"male"	22	"CD"	1	888
"4663"	38	"male"	22	"AB"	1	2091
"4664"	38	"male"	22	"AB"	1	717
"4665"	38	"male"	22	"CD"	1	752
"4666"	38	"male"	22	"AC"	1	1304
"4667"	38	"male"	22	"CD"	NA	NA
"4668"	38	"male"	22	"BD"	1	752
"4669"	38	"male"	22	"BD"	1	547
"4670"	38	"male"	22	"BD"	NA	NA
"4671"	38	"male"	22	"AB"	1	1334
"4672"	38	"male"	22	"AC"	1	683
"4673"	38	"male"	22	"BD"	1	583
"4674"	38	"male"	22	"CD"	1	510
"4675"	38	"male"	22	"CD"	0	943
"4676"	38	"male"	22	"BD"	1	462
"4677"	38	"male"	22	"AC"	1	928
"4678"	38	"male"	22	"AC"	1	921
"4679"	38	"male"	22	"CD"	1	700
"4680"	38	"male"	22	"BD"	1	514
"4681"	38	"male"	22	"CD"	1	603
"4682"	38	"male"	22	"AB"	1	1861
"4683"	38	"male"	22	"BD"	1	1045
"4684"	38	"male"	22	"CD"	1	550
"4685"	38	"male"	22	"AB"	1	1132
"4686"	38	"male"	22	"AC"	1	719
"4687"	38	"male"	22	"CD"	1	845
"4688"	38	"male"	22	"CD"	1	752
"4689"	38	"male"	22	"AC"	1	973
"4690"	38	"male"	22	"CD"	1	653
"4691"	38	"male"	22	"AB"	1	1795
"4692"	38	"male"	22	"BD"	1	568
"4693"	38	"male"	22	"AC"	1	752
"4694"	38	"male"	22	"AB"	1	1793
"4695"	38	"male"	22	"AB"	1	582
"4696"	38	"male"	22	"AC"	1	552
"4697"	38	"male"	22	"CD"	1	775
"4698"	38	"male"	22	"AC"	1	810
"4699"	38	"male"	22	"CD"	1	633
"4700"	38	"male"	22	"AC"	0	718
"4701"	38	"male"	22	"BD"	1	584
"4702"	38	"male"	22	"AC"	1	1272
"4703"	38	"male"	22	"AC"	0	682
"4704"	38	"male"	22	"CD"	1	447
"4705"	38	"male"	22	"BD"	1	699
"4706"	38	"male"	22	"AC"	1	701
"4707"	38	"male"	22	"BD"	1	1013
"4708"	38	"male"	22	"BD"	1	483
"4709"	38	"male"	22	"AC"	1	683
"4710"	38	"male"	22	"AC"	1	757
"4711"	38	"male"	22	"BD"	1	1320
"4712"	38	"male"	22	"BD"	1	615
"4713"	38	"male"	22	"AC"	1	634
"4714"	38	"male"	22	"AB"	1	1047
"4715"	38	"male"	22	"BD"	1	602
"4716"	38	"male"	22	"AB"	1	1609
"4717"	38	"male"	22	"AB"	1	1210
"4718"	38	"male"	22	"CD"	1	517
"4719"	38	"male"	22	"AB"	1	700
"4720"	38	"male"	22	"AB"	1	619
"4721"	38	"male"	22	"AB"	1	667
"4722"	38	"male"	22	"BD"	1	599
"4723"	38	"male"	22	"AC"	1	805
"4724"	38	"male"	22	"AC"	1	600
"4725"	38	"male"	22	"CD"	1	664
"4726"	38	"male"	22	"AB"	1	774
"4727"	38	"male"	22	"BD"	1	545
"4728"	38	"male"	22	"CD"	1	549
"4729"	38	"male"	22	"AC"	1	789
"4730"	38	"male"	22	"BD"	1	527
"4731"	38	"male"	22	"AB"	1	752
"4732"	38	"male"	22	"BD"	1	1008
"4733"	38	"male"	22	"CD"	1	754
"4734"	38	"male"	22	"CD"	1	1197
"4735"	38	"male"	22	"AC"	1	1400
"4736"	38	"male"	22	"AB"	1	1076
"4737"	38	"male"	22	"AB"	1	785
"4738"	38	"male"	22	"BD"	1	755
"4739"	38	"male"	22	"AC"	1	1046
"4740"	38	"male"	22	"CD"	1	598
"4741"	38	"male"	22	"AB"	1	633
"4742"	38	"male"	22	"BD"	1	633
"4743"	38	"male"	22	"AB"	0	648
"4744"	38	"male"	22	"BD"	1	683
"4745"	38	"male"	22	"BD"	1	480
"4746"	38	"male"	22	"AB"	1	1353
"4747"	38	"male"	22	"AC"	1	631
"4748"	38	"male"	22	"AC"	1	787
"4749"	38	"male"	22	"BD"	1	633
"4750"	38	"male"	22	"CD"	1	633
"4751"	38	"male"	22	"BD"	1	616
"4752"	38	"male"	22	"BD"	1	514
"4753"	38	"male"	22	"AB"	1	1540
"4754"	38	"male"	22	"AC"	1	803
"4755"	38	"male"	22	"AC"	1	582
"4756"	38	"male"	22	"AC"	1	531
"4757"	38	"male"	22	"BD"	1	684
"4758"	38	"male"	22	"AC"	1	770
"4759"	38	"male"	22	"BD"	1	891
"4760"	38	"male"	22	"AB"	0	616
"4761"	38	"male"	22	"AB"	1	584
"4762"	38	"male"	22	"CD"	1	600
"4763"	38	"male"	22	"AB"	1	481
"4764"	38	"male"	22	"CD"	1	460
"4765"	38	"male"	22	"AC"	1	702
"4766"	38	"male"	22	"BD"	NA	NA
"4767"	38	"male"	22	"AC"	1	633
"4768"	38	"male"	22	"CD"	1	495
"4769"	38	"male"	22	"CD"	1	408
"4770"	38	"male"	22	"CD"	1	465
"4771"	38	"male"	22	"AC"	1	720
"4772"	38	"male"	22	"AC"	1	751
"4773"	38	"male"	22	"BD"	1	476
"4774"	38	"male"	22	"CD"	1	413
"4775"	38	"male"	22	"AC"	1	633
"4776"	38	"male"	22	"BD"	1	649
"4777"	38	"male"	22	"AC"	1	652
"4778"	38	"male"	22	"CD"	1	363
"4779"	38	"male"	22	"AB"	1	702
"4780"	38	"male"	22	"CD"	1	518
"4781"	38	"male"	22	"AB"	1	684
"4782"	38	"male"	22	"AB"	1	701
"4783"	38	"male"	22	"CD"	1	561
"4784"	38	"male"	22	"CD"	1	464
"4785"	38	"male"	22	"AB"	1	1262
"4786"	38	"male"	22	"BD"	1	544
"4787"	38	"male"	22	"CD"	1	551
"4788"	38	"male"	22	"AC"	1	578
"4789"	38	"male"	22	"AC"	1	599
"4790"	38	"male"	22	"CD"	1	598
"4791"	38	"male"	22	"AB"	1	1058
"4792"	38	"male"	22	"AC"	1	841
"4793"	38	"male"	22	"BD"	1	515
"4985"	40	"male"	20	"CD"	1	1628
"4986"	40	"male"	20	"AC"	0	906
"4987"	40	"male"	20	"CD"	1	585
"4988"	40	"male"	20	"AB"	0	1457
"4989"	40	"male"	20	"AC"	1	875
"4990"	40	"male"	20	"CD"	1	1147
"4991"	40	"male"	20	"CD"	1	1454
"4992"	40	"male"	20	"BD"	NA	NA
"4993"	40	"male"	20	"AC"	0	1273
"4994"	40	"male"	20	"CD"	1	893
"4995"	40	"male"	20	"BD"	0	736
"4996"	40	"male"	20	"CD"	1	970
"4997"	40	"male"	20	"BD"	0	752
"4998"	40	"male"	20	"BD"	0	1023
"4999"	40	"male"	20	"BD"	0	809
"5000"	40	"male"	20	"AB"	1	771
