"session"	"sex"	"age"	"haircolor"	"university"	"education"	"shirtless"	"intelligence"	"attractiveness"	"dateability"
40	"m"	22	"blonde"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"2.medium"	41
40	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	27
40	"m"	22	"red"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"1.low"	35
41	"m"	23	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	25
41	"m"	24	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	99
41	"m"	29	"brown"	"3.Geneva"	"4.PhD"	"1.No"	"2.medium"	"2.medium"	27
41	"m"	24	"red"	"2.Zurich"	"3.Masters"	"2.Yes"	"1.low"	"3.high"	35
41	"m"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	54
41	"m"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	75
41	"f"	21	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	48
41	"f"	25	"red"	"2.Zurich"	"3.Masters"	"2.Yes"	"1.low"	"3.high"	100
41	"f"	20	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	46
41	"m"	28	"blonde"	"1.Basel"	"4.PhD"	"2.Yes"	"1.low"	"3.high"	52
41	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	34
41	"f"	29	"red"	"3.Geneva"	"4.PhD"	"1.No"	"2.medium"	"3.high"	69
41	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	27
41	"m"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	32
41	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"2.Yes"	"3.high"	"3.high"	81
41	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	39
41	"f"	22	"brown"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	100
41	"m"	19	"blonde"	"1.Basel"	"1.HighSchool"	"2.Yes"	"2.medium"	"3.high"	71
41	"m"	24	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"2.medium"	"3.high"	55
41	"f"	23	"red"	"3.Geneva"	"3.Masters"	"1.No"	"1.low"	"3.high"	100
42	"m"	28	"brown"	"1.Basel"	"4.PhD"	"2.Yes"	"3.high"	"3.high"	45
42	"m"	25	"blonde"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"3.high"	44
42	"m"	30	"brown"	"1.Basel"	"4.PhD"	"1.No"	"3.high"	"2.medium"	71
42	"m"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	54
42	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	26
42	"m"	19	"blonde"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	72
42	"f"	24	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"3.high"	10
42	"m"	23	"red"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"1.low"	32
42	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	66
42	"f"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	71
42	"m"	23	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	34
42	"f"	18	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	95
42	"f"	23	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	70
42	"f"	21	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	52
42	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	76
42	"m"	23	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	39
42	"m"	18	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	65
42	"m"	21	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"2.medium"	"1.low"	39
42	"m"	18	"brown"	"3.Geneva"	"1.HighSchool"	"2.Yes"	"1.low"	"2.medium"	14
42	"m"	28	"red"	"3.Geneva"	"4.PhD"	"2.Yes"	"2.medium"	"2.medium"	5
43	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	2
43	"f"	25	"blonde"	"3.Geneva"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	50
43	"m"	23	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"3.high"	84
43	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	100
43	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	36
43	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	100
43	"f"	19	"brown"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"1.low"	"1.low"	55
43	"m"	25	"red"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"1.low"	78
43	"m"	25	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"1.low"	90
43	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	76
43	"m"	26	"brown"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	62
43	"m"	29	"red"	"3.Geneva"	"4.PhD"	"1.No"	"2.medium"	"2.medium"	60
43	"m"	21	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	58
43	"m"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	17
43	"f"	20	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	69
43	"m"	25	"red"	"3.Geneva"	"3.Masters"	"1.No"	"2.medium"	"1.low"	19
43	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	25
43	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	37
43	"m"	20	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	73
43	"m"	19	"red"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"1.low"	16
44	"m"	18	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	74
44	"m"	21	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	75
44	"f"	28	"brown"	"3.Geneva"	"4.PhD"	"1.No"	"3.high"	"2.medium"	59
44	"m"	19	"red"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	19
44	"f"	23	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	44
44	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	35
44	"f"	18	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	100
44	"f"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	36
44	"f"	21	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	52
44	"f"	23	"blonde"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"2.medium"	22
44	"m"	23	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"1.low"	"2.medium"	0
44	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	58
44	"f"	25	"brown"	"1.Basel"	"3.Masters"	"2.Yes"	"2.medium"	"3.high"	100
44	"f"	25	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	76
44	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	38
44	"m"	19	"red"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"2.medium"	70
44	"f"	23	"brown"	"3.Geneva"	"3.Masters"	"2.Yes"	"1.low"	"2.medium"	80
44	"f"	20	"blonde"	"1.Basel"	"1.HighSchool"	"2.Yes"	"1.low"	"3.high"	100
44	"f"	24	"brown"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	49
44	"m"	30	"red"	"3.Geneva"	"4.PhD"	"1.No"	"3.high"	"1.low"	68
45	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	43
45	"f"	19	"blonde"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	10
45	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	66
45	"f"	23	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	45
45	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	50
45	"f"	25	"blonde"	"2.Zurich"	"3.Masters"	"1.No"	"2.medium"	"3.high"	100
45	"f"	24	"brown"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	40
45	"m"	18	"red"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	33
45	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	25
45	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	41
45	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"2.medium"	74
45	"f"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	100
45	"f"	24	"brown"	"3.Geneva"	"3.Masters"	"2.Yes"	"2.medium"	"3.high"	100
45	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	100
45	"m"	21	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	32
45	"m"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	21
45	"m"	24	"brown"	"1.Basel"	"3.Masters"	"1.No"	"1.low"	"3.high"	49
45	"f"	19	"blonde"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	84
45	"f"	21	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	62
45	"m"	24	"red"	"2.Zurich"	"3.Masters"	"2.Yes"	"2.medium"	"2.medium"	44
46	"m"	19	"brown"	"1.Basel"	"1.HighSchool"	"2.Yes"	"2.medium"	"1.low"	13
46	"m"	23	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	60
46	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	89
46	"f"	25	"red"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"2.medium"	41
46	"m"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	83
46	"f"	22	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	34
46	"f"	24	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	51
46	"f"	23	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	100
46	"m"	29	"brown"	"2.Zurich"	"4.PhD"	"1.No"	"2.medium"	"3.high"	49
46	"f"	24	"blonde"	"2.Zurich"	"3.Masters"	"2.Yes"	"3.high"	"3.high"	59
46	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	58
46	"m"	25	"red"	"2.Zurich"	"3.Masters"	"2.Yes"	"2.medium"	"3.high"	45
46	"f"	20	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	64
46	"f"	23	"blonde"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"2.medium"	18
46	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	25
46	"f"	19	"red"	"1.Basel"	"1.HighSchool"	"2.Yes"	"3.high"	"1.low"	87
46	"m"	20	"brown"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"3.high"	"1.low"	43
46	"f"	19	"blonde"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	14
46	"f"	24	"brown"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	40
46	"f"	24	"red"	"3.Geneva"	"3.Masters"	"2.Yes"	"1.low"	"1.low"	72
47	"m"	29	"brown"	"1.Basel"	"4.PhD"	"1.No"	"3.high"	"3.high"	55
47	"m"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	66
47	"m"	27	"brown"	"2.Zurich"	"4.PhD"	"2.Yes"	"1.low"	"1.low"	23
47	"m"	19	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	86
47	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	21
47	"m"	19	"blonde"	"1.Basel"	"1.HighSchool"	"1.No"	"2.medium"	"3.high"	92
47	"f"	20	"brown"	"1.Basel"	"1.HighSchool"	"2.Yes"	"2.medium"	"3.high"	100
47	"m"	19	"red"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"1.low"	52
47	"m"	27	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"3.high"	97
47	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	40
47	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	73
47	"m"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	82
47	"m"	25	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"3.high"	"1.low"	53
47	"m"	21	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	75
47	"m"	27	"brown"	"2.Zurich"	"4.PhD"	"2.Yes"	"3.high"	"3.high"	58
47	"m"	21	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	60
47	"m"	25	"brown"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	39
47	"m"	20	"blonde"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	42
47	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"2.Yes"	"3.high"	"3.high"	77
47	"f"	22	"red"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"1.low"	56
48	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	100
48	"f"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	52
48	"m"	29	"brown"	"1.Basel"	"4.PhD"	"1.No"	"1.low"	"3.high"	49
48	"m"	22	"red"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	0
48	"f"	18	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	39
48	"f"	23	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	60
48	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	72
48	"f"	28	"red"	"3.Geneva"	"4.PhD"	"2.Yes"	"1.low"	"1.low"	60
48	"m"	23	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	8
48	"f"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	54
48	"m"	19	"brown"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	73
48	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	60
48	"f"	21	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"2.medium"	63
48	"f"	23	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	93
48	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	54
48	"m"	22	"red"	"2.Zurich"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	25
48	"m"	23	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	36
48	"m"	24	"blonde"	"3.Geneva"	"3.Masters"	"1.No"	"3.high"	"2.medium"	78
48	"m"	27	"brown"	"1.Basel"	"4.PhD"	"1.No"	"3.high"	"2.medium"	72
48	"m"	22	"red"	"3.Geneva"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	80
49	"f"	19	"brown"	"1.Basel"	"1.HighSchool"	"2.Yes"	"2.medium"	"1.low"	85
49	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"1.low"	48
49	"f"	25	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	58
49	"f"	23	"red"	"1.Basel"	"2.Bachelors"	"2.Yes"	"1.low"	"3.high"	100
49	"f"	23	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	76
49	"f"	19	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"2.medium"	"2.medium"	53
49	"f"	22	"brown"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	100
49	"f"	19	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	47
49	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"1.low"	"1.low"	16
49	"f"	19	"blonde"	"2.Zurich"	"1.HighSchool"	"2.Yes"	"2.medium"	"3.high"	100
49	"f"	23	"brown"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"2.medium"	28
49	"m"	21	"red"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"3.high"	"1.low"	57
49	"m"	19	"brown"	"1.Basel"	"1.HighSchool"	"1.No"	"1.low"	"3.high"	56
49	"m"	22	"blonde"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	64
49	"m"	28	"brown"	"2.Zurich"	"4.PhD"	"1.No"	"1.low"	"3.high"	43
49	"f"	20	"red"	"1.Basel"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	63
49	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	30
49	"f"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	97
49	"f"	26	"brown"	"2.Zurich"	"3.Masters"	"1.No"	"1.low"	"1.low"	17
49	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	100
50	"m"	23	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	59
50	"m"	22	"blonde"	"1.Basel"	"2.Bachelors"	"1.No"	"3.high"	"3.high"	33
50	"m"	29	"brown"	"3.Geneva"	"4.PhD"	"2.Yes"	"2.medium"	"3.high"	51
50	"f"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	24
50	"m"	22	"brown"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"1.low"	51
50	"m"	19	"blonde"	"3.Geneva"	"1.HighSchool"	"1.No"	"3.high"	"3.high"	63
50	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"2.medium"	"3.high"	25
50	"m"	22	"red"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	61
50	"m"	21	"brown"	"3.Geneva"	"2.Bachelors"	"2.Yes"	"2.medium"	"2.medium"	37
50	"f"	25	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"3.high"	"3.high"	38
50	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"2.medium"	"3.high"	41
50	"f"	24	"red"	"1.Basel"	"3.Masters"	"2.Yes"	"3.high"	"3.high"	95
50	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"2.Yes"	"3.high"	"3.high"	57
50	"m"	23	"blonde"	"3.Geneva"	"2.Bachelors"	"1.No"	"1.low"	"2.medium"	31
50	"m"	22	"brown"	"1.Basel"	"2.Bachelors"	"1.No"	"1.low"	"3.high"	68
50	"f"	29	"red"	"3.Geneva"	"4.PhD"	"1.No"	"2.medium"	"1.low"	57
50	"f"	24	"brown"	"3.Geneva"	"3.Masters"	"1.No"	"2.medium"	"2.medium"	41
50	"f"	23	"blonde"	"1.Basel"	"3.Masters"	"1.No"	"2.medium"	"3.high"	78
50	"m"	19	"brown"	"2.Zurich"	"1.HighSchool"	"1.No"	"1.low"	"2.medium"	59
50	"m"	22	"red"	"2.Zurich"	"2.Bachelors"	"1.No"	"3.high"	"2.medium"	80
